question,choices,answer,subject,llm,prompt,llm_answer,accuracy
Yikuphi okuhle kweUNSC Resolution 678 ngaphezu kwesenzo sokuzivikela okuyiqoqo ngaphansi kwephepha 51 UN Charter ngesikhathi seMpi iGulf?,"['Isixazululo 678 sivumele amadlelandawonye ahlasele iIraq ngenuzi nangezikhali zamakhemikhali', 'Isizombululo 678 sincane ukunelungelo lokubakhona ngemvelo yakho kokuzivikela ngaphansi kwePhepha 51 UN Charter.', 'Isisombululo 678 sasishesha ukunokuthathangelungelo nokuxoxisana', 'Isixazululo 678 ivelelekile ngoba igunyazwe ukuthi isebenzise amandla ngokuphathelene nanoma yini esabisa ukuthula nokuphepha kwesifunda seGulf.']",D,international_law,"[TextBlock(text='D) Isixazululo 678 ivelelekile ngoba igunyazwe ukuthi isebenzise amandla ngokuphathelene nanoma yini esabisa ukuthula nokuphepha kwesifunda seGulf.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yikuphi okuhle kweUNSC Resolution 678 ngaphezu kwesenzo sokuzivikela okuyiqoqo ngaphansi kwephepha 51 UN Charter ngesikhathi seMpi iGulf?\n A)Isixazululo 678 sivumele amadlelandawonye ahlasele iIraq ngenuzi nangezikhali zamakhemikhali B)Isizombululo 678 sincane ukunelungelo lokubakhona ngemvelo yakho kokuzivikela ngaphansi kwePhepha 51 UN Charter. C)Isisombululo 678 sasishesha ukunokuthathangelungelo nokuxoxisana D)Isixazululo 678 ivelelekile ngoba igunyazwe ukuthi isebenzise amandla ngokuphathelene nanoma yini esabisa ukuthula nokuphepha kwesifunda seGulf.'}]}]",D,1
Umthetho icustomary ingahlobana kanjani nokunikezelwa kwemibhalo yezincwadi?,"['Izivumelwano kumele zihlelwe kuphela umthetho icustomary', 'Umthetho iCustomary iwumthombo owehlukile wamazwe angaphandle futhi kumele ingafakwa ezivumelwaneni', 'Izivumelwano zinga 1) hlela umthetho wecustomary, 2) cacisa umthetho wecustomary, 3) ukuholela ekuphuthumeni komthetho wecustomary', 'Umthethi iCustomary ungahlanganisa izivumelwano ezinhlanganiselaningi ezimbalwa kuphela.']",C,international_law,"[TextBlock(text='D) 2) cacisa umthetho wecustomary\n\nLena yimpendulo elungile ngoba izivumelwano zingasebenza ukucacisa umthetho wecustomary. Umthetho wecustomary ungahlobana nezivumelwano ngezindlela ezahlukene, okuhlanganisa ukucacisa izimiso zawo. Lokhu kusiza ukwenza umthetho wecustomary ucace kangcono futhi uqondakale.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Umthetho icustomary ingahlobana kanjani nokunikezelwa kwemibhalo yezincwadi?\n A)Izivumelwano kumele zihlelwe kuphela umthetho icustomary B)Umthetho iCustomary iwumthombo owehlukile wamazwe angaphandle futhi kumele ingafakwa ezivumelwaneni C)Izivumelwano zinga 1) hlela umthetho wecustomary D)2) cacisa umthetho wecustomary'}]}]",D,0
Kusho ukuthini iSizwe ukuthi sibe ubukhosi?,"['Ubukhosi busho ukwaziwa ngawo wonke amazwe', 'Ubukhosi busho ukuthi ukwazi ukungena ezivumelwaneni futhi ujoyine Iun.', 'Ubukhosi busho inkululeko yokubhekana nezindaba zakho ngaphandle kokungxambukela kwangaphandle', 'Ubukhosi busho ukuba nelungelo lokuzivukela']",C,international_law,"[TextBlock(text='C) Ubukhosi busho inkululeko yokubhekana nezindaba zakho ngaphandle kokungxambukela kwangaphandle', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kusho ukuthini iSizwe ukuthi sibe ubukhosi?\n A)Ubukhosi busho ukwaziwa ngawo wonke amazwe B)Ubukhosi busho ukuthi ukwazi ukungena ezivumelwaneni futhi ujoyine Iun. C)Ubukhosi busho inkululeko yokubhekana nezindaba zakho ngaphandle kokungxambukela kwangaphandle D)Ubukhosi busho ukuba nelungelo lokuzivukela'}]}]",C,1
Kuchaza ukuthini ukubonakala kokusebenza?,"['Ukubonakala ngumsebenzi uma uqhathanisa namandla', 'Ukubonakala ukusizana phakathi kweZizwe ezimbili', 'Ukubonakala  kutholakala emthethweni yokuphatha ethile hhayi lokhu okukwenza isizwe', 'Ukubonakala butholakala kuhulumeni kuphela hhayi esiZweni']",C,international_law,"[TextBlock(text='A) Ukubonakala ngumsebenzi uma uqhathanisa namandla', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuchaza ukuthini ukubonakala kokusebenza?\n A)Ukubonakala ngumsebenzi uma uqhathanisa namandla B)Ukubonakala ukusizana phakathi kweZizwe ezimbili C)Ukubonakala  kutholakala emthethweni yokuphatha ethile hhayi lokhu okukwenza isizwe D)Ukubonakala butholakala kuhulumeni kuphela hhayi esiZweni'}]}]",A,0
Kuchaza ukuthini imfundiso ysenzoseSizwe?,"['Umthetho womthethonkambiso weSizwe inkomba yokuthi yonke imithetho yeSizwe iheha ukugoma', 'Isizwe ngesamandla okwenza futhi hhayi izinkantolo', 'Umthetho womthethonkambiso weSizwe uhlela ukuthi izinkantolo azibekwe kahle ukubhekisisa ukubakhona kwezinsolo ezibekiwe esizweni', 'Ukwenza kothethonkambiso weSizwe indlela esemthethweni evumela izinkantolo ukuthi zinikeze ukugoma ezenzweni zomphakathi wezizwe zamazwe angaphandle.']",B,international_law,"[TextBlock(text='D) Ukwenza kothethonkambiso weSizwe indlela esemthethweni evumela izinkantolo ukuthi zinikeze ukugoma ezenzweni zomphakathi wezizwe zamazwe angaphandle.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuchaza ukuthini imfundiso ysenzoseSizwe?\n A)Umthetho womthethonkambiso weSizwe inkomba yokuthi yonke imithetho yeSizwe iheha ukugoma B)Isizwe ngesamandla okwenza futhi hhayi izinkantolo C)Umthetho womthethonkambiso weSizwe uhlela ukuthi izinkantolo azibekwe kahle ukubhekisisa ukubakhona kwezinsolo ezibekiwe esizweni D)Ukwenza kothethonkambiso weSizwe indlela esemthethweni evumela izinkantolo ukuthi zinikeze ukugoma ezenzweni zomphakathi wezizwe zamazwe angaphandle.'}]}]",D,0
Uhlaka lomphakathi wamazwe aphesheya lungavezwa kanjani?,"['Uhlaka lomphakathi waphesheya lulandela imodeli evundlile yemiyalelo yomthetho wasekhaya', 'Umphakathi wamazwe angaphandle unomlaza wobukhosi beSizwenezinye izinhlangano zamazwe angaphandle asehlakazekile ngendlela evundlile yegunya.', 'Uphakathi wamazwe angaphandle awuhlelekile kangangokuba akukho ukuhleleka kwegunya, noma kuvundlile noma kwehlile', 'Uhlaka lomphakathi wamazwe angaphandle lufana nohlaka lwamazwe anamandla emhlabeni.']",B,international_law,"[TextBlock(text='B) Umphakathi wamazwe angaphandle unomlaza wobukhosi beSizwenezinye izinhlangano zamazwe angaphandle asehlakazekile ngendlela evundlile yegunya.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Uhlaka lomphakathi wamazwe aphesheya lungavezwa kanjani?\n A)Uhlaka lomphakathi waphesheya lulandela imodeli evundlile yemiyalelo yomthetho wasekhaya B)Umphakathi wamazwe angaphandle unomlaza wobukhosi beSizwenezinye izinhlangano zamazwe angaphandle asehlakazekile ngendlela evundlile yegunya. C)Uphakathi wamazwe angaphandle awuhlelekile kangangokuba akukho ukuhleleka kwegunya D)noma kuvundlile noma kwehlile'}]}]",B,1
Ngabe ikhona imikhawulo ekuhlanganisweni kobugebengu icustomary ngaphansi komthetho wesiNgisi?,"['Awukho umkhawulo ekuhlanganisweni kwamacala obugebengu', 'Amacala obugebengu kumele agcinwe esivumelwaneni sabathathu ukuze kuzihlanganele', 'izinkantolo zingahlanganisa ngokukhululeka amacala obugebengu emkhakheni wezasekhaya', 'Isimo asicacile bha kodwa ukwenza kwephalamende mhlampe yikona okudingekayo.']",D,international_law,"[TextBlock(text='D) Isimo asicacile bha kodwa ukwenza kwephalamende mhlampe yikona okudingekayo.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngabe ikhona imikhawulo ekuhlanganisweni kobugebengu icustomary ngaphansi komthetho wesiNgisi?\n A)Awukho umkhawulo ekuhlanganisweni kwamacala obugebengu B)Amacala obugebengu kumele agcinwe esivumelwaneni sabathathu ukuze kuzihlanganele C)izinkantolo zingahlanganisa ngokukhululeka amacala obugebengu emkhakheni wezasekhaya D)Isimo asicacile bha kodwa ukwenza kwephalamende mhlampe yikona okudingekayo.'}]}]",D,1
Yini umsebenzi wokuvikelwa kwendawo engasolwandle?,"['Uma indawo engasolwandle isebenza njengandwo yokuphepha kogu lwesizwe', 'Indawo engasolwandle yindawo lapho iSizwe sasogwini singahlola futhi sixhaphaze ezimbiwa phansi', 'Indawo engasolwandle yindawo lapho iSizwe esisogwini sivumelekile ukuvikela nokujezisa abangawagcini amakhastomu,okuxhumene nezimali zikahulumeni, ukufuduka noma imithetho', 'Indawo engasolwandle yindawo lapho iSizwe esisogwini sigade izinto zaso zasendulo nezomlando.']",C,international_law,"[TextBlock(text=""A) Uma indawo engasolwandle isebenza njengandwo yokuphepha kogu lwesizwe\n\nThis is the correct answer as it refers to the contiguous zone's primary function as a security buffer zone for coastal states. The contiguous zone serves as an area where the coastal state can prevent and punish infringements of its customs, fiscal, immigration, and sanitary laws that occur within its territory or territorial sea."", type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yini umsebenzi wokuvikelwa kwendawo engasolwandle?\n A)Uma indawo engasolwandle isebenza njengandwo yokuphepha kogu lwesizwe B)Indawo engasolwandle yindawo lapho iSizwe sasogwini singahlola futhi sixhaphaze ezimbiwa phansi C)Indawo engasolwandle yindawo lapho iSizwe esisogwini sivumelekile ukuvikela nokujezisa abangawagcini amakhastomu D)okuxhumene nezimali zikahulumeni'}]}]",,0
Yiziphi izibonelo ngezansi ezingakathuthukiswa yiNkantolo yamaLungelo Abantu eYurophu njrngoba isimo lapho isizwe sinesibopho okumele sisivikele?,"['Uma umfakisicelo esejele lesizwe', 'Kuphi lakumele isizwe siphenye ngezinsolo ezibhekene naso', 'Ukuthuthuka komhlahlandlela wezomthetho ukuvikela labo abasesizweni', 'Ukunikezela izindlu  kulabo abangenakhaya esizweni']",D,international_law,"[TextBlock(text='A) Uma umfakisicelo esejele lesizwe', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yiziphi izibonelo ngezansi ezingakathuthukiswa yiNkantolo yamaLungelo Abantu eYurophu njrngoba isimo lapho isizwe sinesibopho okumele sisivikele?\n A)Uma umfakisicelo esejele lesizwe B)Kuphi lakumele isizwe siphenye ngezinsolo ezibhekene naso C)Ukuthuthuka komhlahlandlela wezomthetho ukuvikela labo abasesizweni D)Ukunikezela izindlu  kulabo abangenakhaya esizweni'}]}]",A,0
Yiliphi icala okwaba elokuqala ukuchaza incazelo yemfundiso yemargin of appreciation njengoba isetshenziswa iNkantolo yaMalungelo Abantu eYurophu?,"['Goodwin v UK (2002)', 'Airey v Ireland (1979)', 'Osman v UK 1998', 'Handyside v UK 1976']",D,international_law,"[TextBlock(text='D) Handyside v UK 1976', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yiliphi icala okwaba elokuqala ukuchaza incazelo yemfundiso yemargin of appreciation njengoba isetshenziswa iNkantolo yaMalungelo Abantu eYurophu?\n A)Goodwin v UK (2002) B)Airey v Ireland (1979) C)Osman v UK 1998 D)Handyside v UK 1976'}]}]",D,1
Akhethwa kanjani amalungu ezigcawu zamacala?,"['wonke amalunga ezingcawu zokwahluleka aqokwa yizinhlangano', 'wonke amalunga ezigcawu zokwahluleka aqokwa yizinhlangano', 'Wonke amalungu ezigcawu ezingenasisekelo aqokwa ngokungagcwele inhlangano yesithathu njengoMongameli waseICJ', 'Wonke amalunga ezigcawu ezingenasisekelo akhethwa yizinhlangano ohlweni olukhethekile lwabahluleli.']",A,international_law,"[TextBlock(text='A) wonke amalunga ezingcawu zokwahluleka aqokwa yizinhlangano', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Akhethwa kanjani amalungu ezigcawu zamacala?\n A)wonke amalunga ezingcawu zokwahluleka aqokwa yizinhlangano B)wonke amalunga ezigcawu zokwahluleka aqokwa yizinhlangano C)Wonke amalungu ezigcawu ezingenasisekelo aqokwa ngokungagcwele inhlangano yesithathu njengoMongameli waseICJ D)Wonke amalunga ezigcawu ezingenasisekelo akhethwa yizinhlangano ohlweni olukhethekile lwabahluleli.'}]}]",A,1
Ngabe yini injulalwazi yomthethosisekelo wokubonakala?,"['Ukubonakala kukhomba ubuzwe', 'Ukubonakala kudinga ukugunyazwa ngumthethosisekelo ngamazwe amathathu', 'Ukubonakala kudinga ukuthi umthethosisekelo wesizwe esibonwayo sifake iziqinisekiso ezanele zamalungelo abantu.', 'Amazwe afuna ukubonakala kumele abe nomthethosisekelo osebenzayo']",A,international_law,"[TextBlock(text='C) Ukubonakala kudinga ukuthi umthethosisekelo wesizwe esibonwayo sifake iziqinisekiso ezanele zamalungelo abantu.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngabe yini injulalwazi yomthethosisekelo wokubonakala?\n A)Ukubonakala kukhomba ubuzwe B)Ukubonakala kudinga ukugunyazwa ngumthethosisekelo ngamazwe amathathu C)Ukubonakala kudinga ukuthi umthethosisekelo wesizwe esibonwayo sifake iziqinisekiso ezanele zamalungelo abantu. D)Amazwe afuna ukubonakala kumele abe nomthethosisekelo osebenzayo'}]}]",C,0
Ukulandelwa kokusebenza kweInternational Covenent kuCivil naMalungelo ezepolitiki (umgomo) uba ne,"['indlelayokubika kuphela', 'Isinqumo sesigcawu samazwe angaphandle', 'Ilungelo lesikhalazo ngawedwa', 'Indlela yokubika nelungelo lomuntu lokufaka isikhalo']",D,international_law,"[TextBlock(text='D) Indlela yokubika nelungelo lomuntu lokufaka isikhalo', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ukulandelwa kokusebenza kweInternational Covenent kuCivil naMalungelo ezepolitiki (umgomo) uba ne\n A)indlelayokubika kuphela B)Isinqumo sesigcawu samazwe angaphandle C)Ilungelo lesikhalazo ngawedwa D)Indlela yokubika nelungelo lomuntu lokufaka isikhalo'}]}]",D,1
Yini ukuzenzela izindaba ezilotshiweyo?,"['ukuzenzela ukulotshwa kwezincwadi kwenziwa isigungu esiphezulu kuphela', 'Izivumelwano zamandla okuzenzela zicacile ngokwanele futhi azidingi ukuqhubeka zenziwe', 'Ukuziphatha kuncike ekusebenzeni izinto ezibhaliwe esivumelwaneni qobo', 'Izivumelwano zokuziphatha zilandela ukthethonkambiso wokuguquka.']",B,international_law,"[TextBlock(text='D) Izivumelwano zokuziphatha zilandela ukthethonkambiso wokuguquka.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yini ukuzenzela izindaba ezilotshiweyo?\n A)ukuzenzela ukulotshwa kwezincwadi kwenziwa isigungu esiphezulu kuphela B)Izivumelwano zamandla okuzenzela zicacile ngokwanele futhi azidingi ukuqhubeka zenziwe C)Ukuziphatha kuncike ekusebenzeni izinto ezibhaliwe esivumelwaneni qobo D)Izivumelwano zokuziphatha zilandela ukthethonkambiso wokuguquka.'}]}]",D,0
"Ngabe iICJ inonya kulombono wokuthi ukuhlaselwa uhlomile kungavuka ngochungechunge lokwehla kokushuba kodwa okukhulayo, izibonelo zamasosha ahlomile?","['ICJ yayingenalo unya kunjulalwazi yokuqongelela', 'Umcabango wokuhlaselwa ngamabutho usho ukuhlaselwa kanye, hhayi kaningi, hhayi kaningi izikhathi ezincane zodlame', 'Ecaleni leNicaragua yachithwa iICJ yenjulalwazi yokuqongelela', 'I-ICJ ayikaze ibhekane nalenkinga']",A,international_law,"[TextBlock(text='A) ICJ yayingenalo unya kunjulalwazi yokuqongelela', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngabe iICJ inonya kulombono wokuthi ukuhlaselwa uhlomile kungavuka ngochungechunge lokwehla kokushuba kodwa okukhulayo, izibonelo zamasosha ahlomile?\n A)ICJ yayingenalo unya kunjulalwazi yokuqongelela B)Umcabango wokuhlaselwa ngamabutho usho ukuhlaselwa kanye C)hhayi kaningi D)hhayi kaningi izikhathi ezincane zodlame'}]}]",A,1
Kukhona okuhamba phambili phakathi kwezinkantolo zaphesheya nezigcawu,"['Ngokomthetho wokuthathwa kwempahla, inkantolo noma isigcawu ziqeda ingxabano kuqala futhi zinamandla enkantolo ahlukile okuthatha isinqumo.', 'Inkantolo Yobulungiswa yamazwe angaphandle inencazelo eqavile ngaphezu kwanoma iyiphi inkantolo noma isigcawu', 'Njengoba ungekho umthetho ils pendens emthethweni wamazwe angaphandle futhi konke kuncike kumvume yezihlangano ukuthi ikuhlakaze,akukho okuhamba phambili noma ukulandelana phakathi kwezinkantolo nezigcawu zamazwe angaphandle.', 'Izinkantolo zesifunda noma ezikhethekile zinokuhamba phambili ukunezinye okuhambisana nomgomo welex okhethekile.']",C,international_law,"[TextBlock(text='D) Njengoba ungekho umthetho ils pendens emthethweni wamazwe angaphandle futhi konke kuncike kumvume yezihlangano ukuthi ikuhlakaze', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kukhona okuhamba phambili phakathi kwezinkantolo zaphesheya nezigcawu\n A)Ngokomthetho wokuthathwa kwempahla B)inkantolo noma isigcawu ziqeda ingxabano kuqala futhi zinamandla enkantolo ahlukile okuthatha isinqumo. C)Inkantolo Yobulungiswa yamazwe angaphandle inencazelo eqavile ngaphezu kwanoma iyiphi inkantolo noma isigcawu D)Njengoba ungekho umthetho ils pendens emthethweni wamazwe angaphandle futhi konke kuncike kumvume yezihlangano ukuthi ikuhlakaze'}]}]",D,0
Ngabe amaState esithathi ayawathokozela amalungelo okudoba kuExclusive  Economic Zone noma esinye iState?,"['Uma iZwe lasogwini lungeke lukwazi ukuvuna okuvumelekile okuyisamba, iZwe lasogqini kumele linikeze iSizwe ukungena kulokho okweqile ngokuhambisa phambili ukuthi bazonikezwa ukuthithukisa nokuvalwa kwemihlaba esizweni.', 'Izizwe ezintathu ngeke zikwazi ukungena kwezokudoba eZizweni iEEZ', 'Isizwe esisogwini kumele sinikeze imvume yokudoba kuma EEZ aso kuphela eZizweni ezingomakhelwane.', 'Izizwe ezintathu zikhululekile ukuthi zidobe kuEEZ ngaphandle kwezindawo ezithize.']",A,international_law,"[TextBlock(text='A) Uma iZwe lasogwini lungeke lukwazi ukuvuna okuvumelekile okuyisamba', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ngabe amaState esithathi ayawathokozela amalungelo okudoba kuExclusive  Economic Zone noma esinye iState?\n A)Uma iZwe lasogwini lungeke lukwazi ukuvuna okuvumelekile okuyisamba B)iZwe lasogqini kumele linikeze iSizwe ukungena kulokho okweqile ngokuhambisa phambili ukuthi bazonikezwa ukuthithukisa nokuvalwa kwemihlaba esizweni. C)Izizwe ezintathu ngeke zikwazi ukungena kwezokudoba eZizweni iEEZ D)Isizwe esisogwini kumele sinikeze imvume yokudoba kuma EEZ aso kuphela eZizweni ezingomakhelwane.'}]}]",A,1
Yini inhloso yokuqinisa ubukhosi?,"['Inhloso yokugoma ukuvikela Izinhloko zamaZwe angaphandle ukuthi zingaphoxeki', 'Ukugoma kuvikela iSizwe ukuthi lingahlaselwa ngelinye', 'Ukugoma kuvikela iSizwe ukuthi singaboshwa ezinkantolo zakwezinye izizwe.', 'Inhloso yokugoma ukunikeza ukungesabi ukujeziswa ngokuhlangene nabo bonke ubugebengu.']",C,international_law,"[TextBlock(text='C) Ukugoma kuvikela iSizwe ukuthi singaboshwa ezinkantolo zakwezinye izizwe.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yini inhloso yokuqinisa ubukhosi?\n A)Inhloso yokugoma ukuvikela Izinhloko zamaZwe angaphandle ukuthi zingaphoxeki B)Ukugoma kuvikela iSizwe ukuthi lingahlaselwa ngelinye C)Ukugoma kuvikela iSizwe ukuthi singaboshwa ezinkantolo zakwezinye izizwe. D)Inhloso yokugoma ukunikeza ukungesabi ukujeziswa ngokuhlangene nabo bonke ubugebengu.'}]}]",C,1
Yini umthetho wenkantolo womuntu ongakazi ukuzikhulumela,"['Kungumthetho wenkantolo oncike ebuzweni bomsolwa', 'Ngamandla enkantolo ancike ekutheni lenzekephi icala', 'Amandla enkantolo ancike ebuzweni bomsolwa', 'Ngamandla enkantolo ngokwezwe lapho umuntu womthetho eBhalisiwe']",C,international_law,"[TextBlock(text='A) Kungumthetho wenkantolo oncike ebuzweni bomsolwa', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yini umthetho wenkantolo womuntu ongakazi ukuzikhulumela\n A)Kungumthetho wenkantolo oncike ebuzweni bomsolwa B)Ngamandla enkantolo ancike ekutheni lenzekephi icala C)Amandla enkantolo ancike ebuzweni bomsolwa D)Ngamandla enkantolo ngokwezwe lapho umuntu womthetho eBhalisiwe'}]}]",A,0
Yimaphi kulawa alandelayo  inhlobo yamalungelo asechazwe njengamalungelo esizukulwane sokuqala?,"['amalungelo ezenhlalo nawezomnotho', 'Amalungelo ecivil nawezepolitiki', 'Amalungelo esiko', 'Amalungelo abantu']",B,international_law,"[TextBlock(text='B) Amalungelo ecivil nawezepolitiki\n\nAmalungelo esizukulwane sokuqala achazwa njengamalungelo ecivil nawezepolitiki. Lawa malungelo afaka phakathi ilungelo lenkululeko, ilungelo lokuvota, ilungelo lokuthi ungahlushwa, ilungelo lokukhuluma ngokukhululeka, kanye namanye amalungelo ayisisekelo womuntu ngamunye.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yimaphi kulawa alandelayo  inhlobo yamalungelo asechazwe njengamalungelo esizukulwane sokuqala?\n A)amalungelo ezenhlalo nawezomnotho B)Amalungelo ecivil nawezepolitiki C)Amalungelo esiko D)Amalungelo abantu'}]}]",B,1
Yini inkinga yokwahlukaniswa  komthetho wamanye amazwe?,"['Iziqephu zomthetho wamazwe angaphandle zikhathazeke ngokwenzeka kwezikhathi zokuphatha ngomthetho ezahlukene kuzebenzise imithetho efanayo yomthetho wamazwe angaphandle.', 'Kungenzeka ezikhathini zokuphatha ngokomthetho ezimbalwa( utshalomali lwamazwe angaphandle nomthetho wamalungelo abantu ukuthi ubekhona futhi uthuthukise ekuzikhipheni kwabanye ekugcineni kusize ekukhiqizweni kokushintsha kwemithetho yomthetho wamazwe angaphandle,', 'Iziqephu yilapho iSizwe sithatha ukutolikwa okwahlukene komthetho ofanayo womthetho wamazwe aphesheya', 'Iziqephu yilapho iziZwe zingavumelani ukulandela umthetho othize womthetho wamazwe angaphandle']",B,international_law,"[TextBlock(text='A) Iziqephu zomthetho wamazwe angaphandle zikhathazeke ngokwenzeka kwezikhathi zokuphatha ngomthetho ezahlukene kuzebenzise imithetho efanayo yomthetho wamazwe angaphandle.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yini inkinga yokwahlukaniswa  komthetho wamanye amazwe?\n A)Iziqephu zomthetho wamazwe angaphandle zikhathazeke ngokwenzeka kwezikhathi zokuphatha ngomthetho ezahlukene kuzebenzise imithetho efanayo yomthetho wamazwe angaphandle. B)Kungenzeka ezikhathini zokuphatha ngokomthetho ezimbalwa( utshalomali lwamazwe angaphandle nomthetho wamalungelo abantu ukuthi ubekhona futhi uthuthukise ekuzikhipheni kwabanye ekugcineni kusize ekukhiqizweni kokushintsha kwemithetho yomthetho wamazwe angaphandle C) D)Iziqephu yilapho iSizwe sithatha ukutolikwa okwahlukene komthetho ofanayo womthetho wamazwe aphesheya'}]}]",A,0
Kuchaza ukuthi ukuvezwa kokugunyazwa?,"['Ukucabanga kweSigungu Sokuphepha ukugunyaza ezempi uma iSizwe sesixwayisiwe', 'Ukugunyaza okuqondiwe ngokwenamba ekhethekile yamavoti ngamalunga e-UNSC', 'Ukwenza sengathi konke lokho kuhlaselwa okungekho emthethweni kuzoba yindaba yezempi ngesixazululo se-UNSC', 'Uma kunokuhlaselwa okungekho emthethweni okuphindayo i-UNSC kumele igunyaze izizwe ezingomakhelwane ukuthi zithathe noma yiziphi izinqumo ukuvika okudingekayo ukulungisa isimo.']",A,international_law,"[TextBlock(text='A) Ukucabanga kweSigungu Sokuphepha ukugunyaza ezempi uma iSizwe sesixwayisiwe', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Kuchaza ukuthi ukuvezwa kokugunyazwa?\n A)Ukucabanga kweSigungu Sokuphepha ukugunyaza ezempi uma iSizwe sesixwayisiwe B)Ukugunyaza okuqondiwe ngokwenamba ekhethekile yamavoti ngamalunga e-UNSC C)Ukwenza sengathi konke lokho kuhlaselwa okungekho emthethweni kuzoba yindaba yezempi ngesixazululo se-UNSC D)Uma kunokuhlaselwa okungekho emthethweni okuphindayo i-UNSC kumele igunyaze izizwe ezingomakhelwane ukuthi zithathe noma yiziphi izinqumo ukuvika okudingekayo ukulungisa isimo.'}]}]",A,1
Yimuphi ungoti owabiza umbono wamalungelo emvelo ngodoti wezigxobo?,"['Alan Gerwith', 'Emmanuel Kant', 'Jonh Locke', 'Jeremy Bentham']",D,international_law,"[TextBlock(text='C) John Locke\n\nJohn Locke is known for his natural rights theory, which argues that people have inherent rights that exist in nature before the formation of governments. He identified these natural rights as life, liberty, and property. His ideas greatly influenced modern concepts of human rights and constitutional democracy.', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Yimuphi ungoti owabiza umbono wamalungelo emvelo ngodoti wezigxobo?\n A)Alan Gerwith B)Emmanuel Kant C)Jonh Locke D)Jeremy Bentham'}]}]",C,0
Ubani onegunya lokuphetha indaba elotshiwe kungxenye yeStates?,"['Izivumelwano ziqedwa ukuhleleka kwabamele iSizwe.Izinhloko zeSizwe. Izinhloko zikahulumeni,ongqongqoshe bezindaba zamazwe angaphandle, nezinhloko zezinjongo zezemfundo kumele ukuthi babenalelogunya.', 'Izivumelwano kumele kuxoxiswane ngazo kuphela futhi ziphethwe yizinhloko zeSizwe kanye nongqongqoshe bezindaba zamazwe angaphandle.', 'Izivumelwano ziyadingidwa futhi zisayindwe ngumuntu onamandla aphelele,futhi akekho omuntu okwaziwa ukuthi unalo lelo gunya', 'Izivumelwano ziphethwa ngamalungu kuphela ezinjongo ezihlakaniphileyo eZizwe.']",A,international_law,"[TextBlock(text='A) Izivumelwano ziqedwa ukuhleleka kwabamele iSizwe.Izinhloko zeSizwe. Izinhloko zikahulumeni', type='text')]","[{'role': 'user', 'content': [{'type': 'text', 'text': 'Ubani onegunya lokuphetha indaba elotshiwe kungxenye yeStates?\n A)Izivumelwano ziqedwa ukuhleleka kwabamele iSizwe.Izinhloko zeSizwe. Izinhloko zikahulumeni B)ongqongqoshe bezindaba zamazwe angaphandle C)nezinhloko zezinjongo zezemfundo kumele ukuthi babenalelogunya. D)Izivumelwano kumele kuxoxiswane ngazo kuphela futhi ziphethwe yizinhloko zeSizwe kanye nongqongqoshe bezindaba zamazwe angaphandle.'}]}]",A,1
