	question	choices	answer	subject	llm
253	Ingaba iLizwe lesithathu liyawonwabela nawaphi na amalungelo okuloba ngaphakathi kuMmandla woQoqosho oKhethekileyo welinye iLizwe?	"[""Xa iLizwe elingaselunxwemeni lingakwazi ukuvuna 'into yonke evumelekileyo ekulotyweni', iLizwe elingaselunxwemeni linika elinye iLizwe ufikelelo kuloo ntsalela inikwe ingqwalaselo ephambili kuMazwe asaphuhlayo navaliweyo."", 'Amazwe esiThathu akanakuze abe nofikelelo kushishino lokuloba ngaphakathi kweEEZ yelinye iLizwe', 'Ummandla waselunxwemeni uza kunika imvume kushishino lokuloba kwi-EEZ kuphela kumazwe angabamelwane ', 'Amazwe esithathu akhululekile ukuloba phakathi kwenye i-EEZ, ngaphandle kwakwindawo ezithile ezichongiweyo']"	A	international_law	A) Xa iLizwe elingaselunxwemeni lingakwazi ukuvuna 'into yonke evumelekileyo ekulotyweni', iLizwe elingaselunxwemeni linika elinye iLizwe ufikelelo kuloo ntsalela inikwe ingqwalaselo ephambili kuMazwe asaphuhlayo navaliweyo.
254	Yintoni injongo yokuzimela geqe?	['Injongo yokugonywa kukukhusela iiNtloko zamazwe angaphandle kwihlazo', 'Ukungakhuseleki kukhusela iLizwe ekubeni lihlaselwe ngomnye', 'Ukhuseleko lukhusela ilizwe ekumangalelweni kwiinkundla zamanye amazwe', 'Injongo yokhuseleko kukubonelela ngokungohlaywa kuzo zonke izenzo zolwaphulo-mthetho']	C	international_law	A) Injongo yokugonywa kukukhusela iiNtloko zamazwe angaphandle kwihlazo
255	Yintoni ulawulo lomntu olungenzi nto?	['Lulawulo olusekelwe kubuzwe bomoni', 'Lulawulo olusekelwe kwindawo apho ulwaphulomthetho lwenziwe khona', 'Lulawulo olusekelwe kubuzwe bamaxhoba', 'Lulawulo olusekelwe kwilizwe apho umntu osemthethweni wayebhalisiwe']	C	international_law	B) Lulawulo olusekelwe kwindawo apho ulwaphulomthetho lwenziwe khona
256	Zeziphi kwezi ntlobo zamalungelo zichazwe njengamalungelo esizukulwana sokuqala?	['Amalungelo ezentlalo nezoqoqosho', 'Amalungelo oluntu nawezopolitiko', 'Amalungelo enkcubeko', 'Amalungelo abantu']	B	international_law	B) Amalungelo oluntu nawezopolitiko
257	Yintoni ingxaki 'yokuqhekeka' komthetho wamazwe ngamazwe?	['Ukuqhekeka komthetho wamazwe ngamazwe kuchaphazela ukuba nokwenzeka kwemithetho eyahlukeneyo yomthetho ukusebenzisa imithetho efanayo yomthetho wamazwe ngamazwe', 'Kuyenzeka ukuba iinkqubo ezininzi zomthetho (oko kukuthi umthetho wotyalomali lwangaphandle kunye nomthetho wamalungelo oluntu) ukuba zibekho kwaye ziphuhliseke zodwa, ekugqibeleni ziphelele ekuvelisweni kwemithetho eyahlukileyo yomthetho wamazwe ngamazwe.', 'Ukuqhekeka kuxa amazwe ethatha utoliko olwahlukileyo lwemithetho efanayo yomthetho wamazwe ngamazwe', 'Uqhekeko kuxa amazwe engavumelani nokuthobela umgaqo othile womthetho wamazwe ngamazwe']	B	international_law	B) Kuyenzeka ukuba iinkqubo ezininzi zomthetho (oko kukuthi umthetho wotyalomali lwangaphandle kunye nomthetho wamalungelo oluntu) ukuba zibekho kwaye ziphuhliseke zodwa, ekugqibeleni ziphelele ekuvelisweni kwemithetho eyahlukileyo yomthetho wamazwe ngamazwe.
258	Yintoni intsingiselo yogunyaziso oluchaziweyo?	['Ukucingelwa kweBhunga lezoKhuseleko imvume yomkhosi oxhobileyo xa uRhulumente sele elumkisiwe', 'Ugunyaziso olucacileyo ngokusekelwe kwinani elithile leevoti ngamalungu eUNSC', 'Ukucingela ukuba lonke uhlaselo olungekho mthethweni luza kuxhomekeka kumkhosi oxhobileyo nesigqibo se-UNSC', 'Kwiimeko zohlaselo oluphindaphindiweyo olungekho semthethweni  i-UNSC kufuneka igunyazise amazwe angabamelwane ukuba athathe nawaphi na amanyathelo abona kufanelekile ukulungisa imeko']	A	international_law	B) Ugunyaziso olucacileyo ngokusekelwe kwinani elithile leevoti ngamalungu eUNSC
259	Sesiphi isithandi sobulumko esathi le ngcamango yamalungelo endalo 'bubuvuvu obuphezu kwestilts'?	['UAlan Gerwith', 'UEmmanuel Kant', 'U-John Locke', 'U-Jeremy Bentham']	D	international_law	C) U-John Locke
260	Ngubani onegunya lokugqibezela isivumelwano kwicala laMazwe?	"['Izivumelwano ziqukunjelwa ngabameli abafanelekileyo baMazwe. Iintloko zamazwe, iintloko zoorhulumente, abaphathiswa bemicimbi yangaphandle kunye neentloko zemishini yozakuzo bacingelwa ukuba banegunya elinjalo.', 'Izivumelwano zinokuxoxisana zize ziqukunjelwe kuphela ziintloko zikaRhulumente nabaphathiswa bemicimbi yangaphandle', ""Izivumelwano zixoxwa kwaye zityikitywe kuphela ngabantu abanamagunya 'apheleleyo ayimfuneko' kwaye akukho mntu uthatha ngokuba unegunya elinjalo  "", 'Izivumelwano ziqumbelwa kuphela ngamalungu emishini yozakuzo yamazwe']"	A	international_law	A) Izivumelwano ziqukunjelwa ngabameli abafanelekileyo baMazwe. Iintloko zamazwe, iintloko zoorhulumente, abaphathiswa bemicimbi yangaphandle kunye neentloko zemishini yozakuzo bacingelwa ukuba banegunya elinjalo.
261	Ngubani 'umchasi ozingisayo'?	['UMbuso othe gqolo ukuwuchasa lo mgaqo uchaphazelekayo emva kokusekwa kwawo', 'UMbuso okhanyelayo ukuba ubotshelelwe ngumgaqo ochaphazelekayo ixesha elifutshane', 'Umbuso othe gqolo kwaye osoloko echasa ukusekwa komgaqo womthetho wesintu ongaphandle ', 'Umbuso owamkela ukusekwa komgaqo womthetho wesintu kodwa    agcine inkcaso malunga nomxholo wawo']	C	international_law	A) UMbuso othe gqolo ukuwuchasa lo mgaqo uchaphazelekayo emva kokusekwa kwawo
262	Iyintoni intsingiselo yokhuseleko oludibeneyo?	['Ilungelo lokuzikhusela lilizwe elingaphezulu kwesinye elisebenza ekonsathini', 'Ilungelo lamahlakani omntu ukukhusela uMbuso wexhoba', 'Ukugunyaziswa komkhosi oxhobileyo libhunga lokhuseleko le-UN', 'Ukugunyaziswa kwemishini yokugcina uxolo yi-UN General Assembly']	C	international_law	A) Ilungelo lokuzikhusela lilizwe elingaphezulu kwesinye elisebenza ekonsathini
263	IEuropean Convention on Human Rights ixhalatyelwe ngokuyintloko ngeyiphi kwezi zilandelayo?	['Amalungelo ezoqoqosho nezentlalo', 'Amalungelo okusingqongileyo', 'Amalungelo oluntu nawezopolitiko', 'Inkululeko yezoqoqosho']	C	international_law	C) Amalungelo oluntu nawezopolitiko
264	Ngaba igunya leenkundla zamazwe ngamazwe lilawulwa yimigaqo efanayo esebenza kwiinkundla zelizwe?	['Imigaqo yolawulo esebenza kwiinkundla zelizwe ikwayinto eqhelekileyo kwiinkundla zamazwe ngamazwe', 'Amagunya azo zonke iinkundla zamazwe ngamazwe alawulwa liBhunga lezoKhuseleko leUN', 'Iinkundla zamazwe ngamazwe zabelana ngemithetho-siseko ethile, kodwa ingeyiyo yonke esebenza kwiinkundla zelizwe', 'Igunya leenkundla zamazwe ngamazwe lilawulwa kuphela zizivumelwano zabo zokuseka']	D	international_law	D) Igunya leenkundla zamazwe ngamazwe lilawulwa kuphela zizivumelwano zabo zokuseka
265	Yintoni intsingiselo yamalungelo adibeneyo?	['Amalungelo adibeneyo ngamaqela ahlukeneyo abantu', 'Amalungelo adityanelweyo ngawamaqela athile ngokuchaseneyo ngamalungu eqela', 'Amalungelo abantu abambalwa ngamalungelo wesininzi', 'Amalungelo wesininzi abandakanya ilungelo leqela ngokunjalo namalungelo omntu ngamnye wamalungu eqela']	B	international_law	D) Amalungelo wesininzi abandakanya ilungelo leqela ngokunjalo namalungelo omntu ngamnye wamalungu eqela
266	Ingaba Amazwe aphantsi kwayo nayiphi na imbopheleleko xa eqhuba uthethathethwano?	['Amazwe aphantsi kwezibophelelo zendlela aqhuba ngayo uthethathethwano', 'Amazwe aphantsi kwesibophelelo ukuze aziphathe ukuba uthethathethwano lunentsingiselo', 'Amazwe aphantsi kwesibophelelo sokufumana isisombulo sengxabano rhoqo xa eqhuba uthethathethwano', 'Amazwe aphantsi kwesibophelelo sokwazisa i-UN Secretary-General ngenqkubela yothethathethwano']	B	international_law	C) Amazwe aphantsi kwesibophelelo sokufumana isisombulo sengxabano rhoqo xa eqhuba uthethathethwano
267	Yintoni umahluko omkhulu phakathi kwenatshuralizim kunye nephosithivizim?	['Ngakwelinye icala, inatshuralizim isekelwe kwiseti yemithetho ebanzi kunye neenjongo zendalo kwaye kwelinye icala, iphosithivizim isekelwe kwinkqubo yomthetho ehleliweyo kunye ehambelanayo eyenziwa yi-States ekukhanyeni iimfuno kunye neminqweno yabo.', 'Ngelixa inatshuralism isebenza kuphela ithiyori yomthetho wamalungelo oluntu, iphozithivizim inobubanzi obubanzi kunye nobubanzi ngokubanzi', 'I-Naturalism ichaphazela iinqobo ezisemgangathweni zoluntu lamazwe ngamazwe, ngelixa i-positivism ingumthetho wamazwe ngamazwe ngolo hlobo', 'I-Naturalism sisikolo sokucinga esikhuthazwa ngaphandle kweYurophu, ngelixa i-positivism iyithiyori ye-Euro-centric']	A	international_law	A) Ngakwelinye icala, inatshuralizim isekelwe kwiseti yemithetho ebanzi kunye neenjongo zendalo kwaye kwelinye icala, iphosithivizim isekelwe kwinkqubo yomthetho ehleliweyo kunye ehambelanayo eyenziwa yi-States ekukhanyeni iimfuno kunye neminqweno yabo.
268	Yintoni 'ihambo engafanelekanga yehlabathi'?	['Ukuziphatha okungalunganga kwezizwe ngezizwe sisenzo okanye ukushiywa okukwaphula umgaqo womthetho wolwaphulomthetho wamazwe ngamazwe', 'Ukuziphatha okungalunganga kwezizwe ngezizwe kuko konke ukwaphulwa kwesinyanzelo sikarhulumente wamazwe ngamazwe, nokuba kungenxa yoko okanye hayi.', 'Isenzo esingalunganga ngokwamazwe ngamazwe sibandakanya isenzo okanye ukususwa okubangelwa ngurhulumente, oko kukwaphulwa kwemfanelo yelizwe jikelele  ', 'Isenzo esingalunganga ngokwamazwe ngamazwe kukuziphatha okungenakuthethelelwa ngenxa yemfuneko, ukunyanzela i-majeure njl njl.']	C	international_law	A) Ukuziphatha okungalunganga kwezizwe ngezizwe sisenzo okanye ukushiywa okukwaphula umgaqo womthetho wolwaphulomthetho wamazwe ngamazwe
269	Ithini imfundiso yeziphumo?	['Imisela ukuba ulawulo lukho kuphela xa lusebenza', 'Imfundiso yeziphumo isebenza ukunika igunya kuRhulumente ononxibelelwano olusebenzayo nokuziphatha okuyingozi', 'Iziphumo zemfundiso zisebenza ukunika igunya kuRhulumente ukwabelana ngobuzwe bomoni', 'Iziphumo zemfundiso zisebenza ukunika igunya uRhulumente ukuba ngummandla kabani wokuziphatha ovelisa iziphumo']	D	international_law	B) Imfundiso yeziphumo isebenza ukunika igunya kuRhulumente ononxibelelwano olusebenzayo nokuziphatha okuyingozi
270	Ngabaphi abantu abajongwa njengamaziko kaRhulumente phantsi komthetho woxanduva lwamazwe ngamazwe?	"['Amalungu ede facto ngabantu abagunyaziswe ngumthetho ukuba basebenzise izakhi zegunya likarhulumente', 'Amalungu eDe facto ngabantu, abathi, enyanisweni, basebenze ngokwemiyalelo, okanye phantsi kolwalathiso okanye ulawulo lwelo Rhulumente ekuqhubeni ukuziphatha okunxulumene noRhulumente.', 'Amalungu e-De facto ngamalungu e-de jure kaRhulumente asebenza ngaphandle kwegunya elimiselweyo okanye i-ultra vires ', ""Amalungu e-De facto' ngamalungu, ezenzo zawo okanye ukungenziwa kwawo kungenakubalelwa kurhulumente""]"	B	international_law	B) Amalungu eDe facto ngabantu, abathi, enyanisweni, basebenze ngokwemiyalelo, okanye phantsi kolwalathiso okanye ulawulo lwelo Rhulumente ekuqhubeni ukuziphatha okunxulumene noRhulumente.
271	Yeyiphi eyona mfuno ingundoqo yokubandakanywa kwesiko phantsi komthetho wamaNgesi?	['Isiko liyabandakanywa ukuba alingqubani nomthetho okhoyo', 'Isiko liphezulu kunomthetho wesiNgesi kwaye lihlala libandakanyiwe', 'Isiko kufuneka kuqala lamkelwe yipalamente phambi kokuba iinkundla zilizise kwiigaba sasekhaya', 'Isiko libandakanywa nokubekwa komthetho']	A	international_law	A) Isiko liyabandakanywa ukuba alingqubani nomthetho okhoyo
272	Ingaba ukusetyenziswa komkhosi oxhobileyo kwakuvunyelwe ngaphambi koMqulu weZizwe eziManyeneyo?	['Umkhosi oxhobileyo wawungavumelekanga', 'Umkhosi oxhobileyo wawuvunyelwe ngaphandle kwemiqathango', 'Umkhosi oxhobileyo wawuvunyelwe phantsi kwemiqathango embalwa', 'Umkhosi oxhobileyo wawungalawulwa phantsi komthetho wamazwe ngamazwe ngaphambi kowe-1945']	C	international_law	C) Umkhosi oxhobileyo wawuvunyelwe phantsi kwemiqathango embalwa
273	Yintoni umgaqo okhuselayo wolawulo?	['Lulawulo olusekelwe ekonakaleni kwiminqweno yesizwe ngokuziphatha okwenziwa kumazwe angaphandle', 'Lulawulo ngenjongo yokukhusela abemi bomntu baphesheya', 'Lulawulo ngenjongo yokukhusela amalungelo abantu amazwe ngamazwe', 'Lulawulo olusekelwe kubuzwe bomoni']	A	international_law	A) Lulawulo olusekelwe ekonakaleni kwiminqweno yesizwe ngokuziphatha okwenziwa kumazwe angaphandle
274	Kwezi nkcazelo zilandelayo yeyiphi echanekileyo?	['IBhunga laseYurophu lasekwa ngowe1950 yaye linamazwe angamalungu angama27', 'IBhunga laseYurophu lasekwa ngowe1949 yaye linamazwe angamalungu angama47', 'IBhunga laseYurophu lasekwa ngowe-1959 kwaye libandakanya ama-34 amalungu welizwe', 'IBhunga laseYurophu lasekwa ngowe-1984 kwaye libandakanya i-19 lamalungu elizwe']	B	international_law	A) IBhunga laseYurophu lasekwa ngowe1950 yaye linamazwe angamalungu angama27
275	Siyintoni 'isiphumo sobulungisa' kumthetho nakwinkqubo yokwahlulahlula elwandle?	"['Yiyo kuphela indlela yokwahlulahlula elandelwa ziinkundla zamazwe ngamazwe', 'Isiphumo esilinganayo kukuba ijaji okanye umlamli uya kwenza isigqibo ngeex aequo et bono, o.k.k. ngokubona kwabo nangokwento abayijonga njengobulungisa kwaye inobulungisa kwityala lokucanda.', ""Sisiphumo sokugqibela ukuba yonke imida yemimandla yeshelufu yelizwekazi kunye ne-EEZ kufuneka ifezekise, emva, nangona kunjalo, ukuzoba 'umgca wolingano lwethutyana' kunye nokulungelelanisa ummandla ngokweemeko ezifanelekilyo kunye novavanyo lokulinganisa"", 'Ukufumana isiphumo esilinganayo yindlela endala yokucanda engasebenziyo okwangoku']"	C	international_law	B) Isiphumo esilinganayo kukuba ijaji okanye umlamli uya kwenza isigqibo ngeex aequo et bono, o.k.k. ngokubona kwabo nangokwento abayijonga njengobulungisa kwaye inobulungisa kwityala lokucanda.
276	Yintoni ukugculelwa?	['Ukunyeliswa kukukhululwa kwizibophelelo ezithile zamalungelo oluntu eziqulethwe kwisivumelwano', 'Ukunyeliswa kubhekisa ekukwazini kwabanamalungelo ukuzisa ibango ngokuchasene noRhulumente ngokophula isibophelelo.', 'Ilizwe linokurhoxisa amalungelo athile ngokuwenyelisa kwiimeko ezibeka esichengeni ubukho balo ', 'Izenyeliso ngamagatya onyanzeliso kwizivumelwano zamalungelo oluntu']	C	international_law	A) Ukunyeliswa kukukhululwa kwizibophelelo ezithile zamalungelo oluntu eziqulethwe kwisivumelwano
277	Iyintoni intsingiselo yosondelelwano lwenkcubeko?	['Inkcubeko yosondelelwano ibeka ukuba amalungelo oluntu asebenza ngokulinganayo kubo bonke ngaphandle kwemiqathango', 'Ubudlelwane phakathi kwenkcubeko bubeka ukuba amalungelo oluntu anemvelaphi yenkcubeko', 'Ulungelelwaniso lwenkcubeko lubeka ukuba ukusetyenziswa kwamalungelo oluntu kunxulumene nemithetho yesizwe ngasinye', 'Ulungelelwaniso lwenkcubeko lubeka ukuba inkcubeko yasekuhlaleni kufuneka iqinisekise ubukho kunye nokusebenza kwawo onke amalungelo oluntu ']	D	international_law	A) Inkcubeko yosondelelwano ibeka ukuba amalungelo oluntu asebenza ngokulinganayo kubo bonke ngaphandle kwemiqathango
278	Ingaba ukuqondwa koorhulumente kuxhaphakile kwinkqubo yanamhlanje yamazwe ngamazwe?	['Ukwamkelwa koorhulumente kuxhaphake kakhulu kwimisebenzi yangoku', 'Ukuqondwa koorhulumente ubukhulu becala kuthatyathelwa indawo yiNkolelo esebenzayo', 'Ukwamkelwa nguRhulumente kuqhelekile ngokubhekiselele kwimibutho evukelayo', 'Ngoorhulumente bedemokhrasi kuphela abavunywayo kwimisebenzi yangoku']	B	international_law	B) Ukuqondwa koorhulumente ubukhulu becala kuthatyathelwa indawo yiNkolelo esebenzayo
279	Ithini imeko esemthethweni yesiBhengezo seHlabathi samaLungelo oLuntu (UDHR)?	['IUDHR sisivumelwano samazwe amaninzi', 'IUDHR sisisombululo seNdibano yeZizwe eziManyeneyo', 'I-UDHR sisimbululo  seBhunga Lezokhuseleko le-UN', 'I-UDHR sisibhengezo esamkelwa ngamazwe amaninzi kwinkomfa yehlabathi']	B	international_law	D) I-UDHR sisibhengezo esamkelwa ngamazwe amaninzi kwinkomfa yehlabathi
280	Kuphantsi kwaziphi iimeko apho ukunyhashwa kwamalungelo abantu okwenzeka ngaphandle kwemida yaMazwe angamalungu eECHR kuwela kwintlawulo yeECHR?	['IECHR isebenza ngaphandle kweYurophu apho amalungelo oluntu enyhashwa ngamaZwe angamalungu eECHR aphesheya', 'IECHR isebenza kumazwe angaphandle kwiimeko apho ilungu leLizwe linolawulo olusebenzayo', 'I-ECHR isebenza kumazwe angaphandle apho ilungu lelizwe libe negalelo kwimishini yokugcina uxolo', 'I-ECHR isebenza kumazwe angaphandle apho ukunyhashwa kwamalungelo abantu kwenzeka kwiindawo zazikoloni zangaphambili zamazwe angamalungu']	B	international_law	D) I-ECHR isebenza kumazwe angaphandle apho ukunyhashwa kwamalungelo abantu kwenzeka kwiindawo zazikoloni zangaphambili zamazwe angamalungu
281	Uthetha ukuthini umgaqo 'pacta sunt servanda'?	['Amaqela kwisivumelwano kufuneka aqonde imiqathango yaso kwaye angayitoliki ngendlela engeyiyo', 'Amaqela kwisivumelwano kufuneka akhusele injongo nenjongo yesivumelwano', 'Amaqela kwisivumelwano kufuneka abambelele kwimimiselo yawo ngokuthembeka', 'Amaqela kwisivumelwano kufuneka anganyhashi awona malungiselelo abalulekileyo esivumelwano']	C	international_law	C) Amaqela kwisivumelwano kufuneka abambelele kwimimiselo yawo ngokuthembeka
282	Waba yintoni umphumo wokungabikho kowisomthetho kwityala leTin Council?	['IInternational Tin Council yayizikomkhulu eLondon kwaye kungoko ukungabikho kokuphunyezwa komthetho kwakungabalulekanga.', 'Izivumelwano ezisisiseko zemibutho yamazwe ngamazwe zixhomekeke kwimfundiso yokuzibandakanya', 'Ukungabikho kokuphunyezwa komthetho ngokubhekiselele kwisivumelwano sokusekwa kwebhunga kwakuthetha ukuba abantu abazange bafumane amalungelo nemisebenzi kwinkqubo yomthetho yamaNgesi', 'Ukungabikho kokuphunyezwa komthetho eNgilane ngokubhekiselele kwimibutho yamazwe ngamazwe kubanesiphumo phantsi kwamazwe ngamazwe']	C	international_law	D) Ukungabikho kokuphunyezwa komthetho eNgilane ngokubhekiselele kwimibutho yamazwe ngamazwe kubanesiphumo phantsi kwamazwe ngamazwe
283	Kwezi nkcazelo zilandelayo yeyiphi eyinyani?	['UMthetho Wamalungelo Abantu wowe1998 udibanisa iNgqungquthela YaseYurophu Yamalungelo Abantu kumthetho waseUK', 'UMthetho wamaLungelo oLuntu ka1998 uvumela inkundla ukuba iwutshitshise umthetho osisiseko', 'Umthetho wamalungelo oluntu ka-1998 uvumela nawuphi na umntu onetyala elifanelekileyo ukuba aze netyala phambi kwenkundla', 'Umthetho wamalungelo oluntu ka-1998 ubandakanya i-EU Charter yamalungelo asisiseko kumthetho wase-UK']	A	international_law	C) Umthetho wamalungelo oluntu ka-1998 uvumela nawuphi na umntu onetyala elifanelekileyo ukuba aze netyala phambi kwenkundla
284	Zeziphi iindlela ezinokuthatyathelwa isinyanzeliso sokubuyisela?	['Imbuyekezo inokuthatha kuphela uhlobo lwembuyekezo yemali, kuquka nenzala', 'Imbuyekezo ibonisa kuphela ukubuyiselwa ngokomzimba kwesenzo esingalunganga', 'Ukulungisa kubandakanya imbuyekezo, imbuyekezo, kunye nokwaneliseka, kukodwa okanye ecaleni kwezinye iindlela zembuyekezo ', 'Indlela yokubuyisela ngumbandela welizwe elinoxanduva lokwenza isigqibo']	C	international_law	C) Ukulungisa kubandakanya imbuyekezo, imbuyekezo, kunye nokwaneliseka, kukodwa okanye ecaleni kwezinye iindlela zembuyekezo
285	Yintoni 'izenzo ezimacala omabini'?	['Zizenzo ezenziwa nguRhulumente njengesiqhelo kumxholo wesiko', 'Zizenzo ezidala izibophelelo zomthetho ezicalanye kuRhulumente obambeleyo', 'Izibophelelo zomthetho ezicalanye zizenzo zopolitiko zombuso ezingenaso nasiphi na isiphumo somthetho', 'Izenzo zomthetho ezicalanye zezo umbuso azenzayo ukuze abopheleleke kwisivumelwano']	B	international_law	B) Zizenzo ezidala izibophelelo zomthetho ezicalanye kuRhulumente obambeleyo
286	Ingaba ukuxhwilwa kwamanye amazwe kusisizathu sokwaliwa kwezinye iindawo ezisemthethweni zolawulo ziinkundla zamaNgesi?	['Ukuxhwilwa okunjalo kuthetha ukusetyenziswa kakubi kwenkqubo kwaye kukhokelela ekumisweni kwenkqubo', 'Ukuxhwilwa okunjalo kuvelisa ubutyala bomqweqwedisi kodwa akukhokeleli kukumiswa kwenkqubo', 'Ukumiswa kwenkqubo phantsi kweemeko ezinjalo kuya kuthintela ukulawulwa kobulungisa ngokubhekiselele kubaphuli- mthetho bamazwe ngamazwe', 'Iinkundla zinokuthi, kodwa azifane zimise inkqubo yamatyala okuxhwilwa kommandla owongezelelweyo ']	A	international_law	A) Ukuxhwilwa okunjalo kuthetha ukusetyenziswa kakubi kwenkqubo kwaye kukhokelela ekumisweni kwenkqubo
287	Ithini intsingiselo 'yemigaqo yesibini' kumthetho woxanduva lwamazwe ngamazwe?	['Imithetho yesibini yimigaqo yokutolika umthetho wamazwe ngamazwe, kubandakanywa nomthetho woxanduva lwamazwe ngamazwe', 'Imithetho yesibini yimigaqo elawula imiphumo yomthetho evela ekwaphulwa kwemigaqo ephambili, oko kukuthi, izibophelelo zamazwe.', 'Imithetho yesibini yimigaqo elawula ngokukodwa ingqikelelo yemfanelo kumthetho woxanduva lwamazwe ngamazwe', 'Imithetho yesibini yimigaqo elawula ngokukodwa umthetho wamanyathelo okunqanda']	B	international_law	B) Imithetho yesibini yimigaqo elawula imiphumo yomthetho evela ekwaphulwa kwemigaqo ephambili, oko kukuthi, izibophelelo zamazwe.
288	Icebisa ntoni imfundiso yokumanyaniswa ngokuphathelele kwizivumelwano?	['Imfundiso yokumanyaniswa ifuna ukuba zonke izivumelwano zenze inguqu yomthetho ngaphambi kokuba zibe ngumthetho wasekhaya', 'Imfundiso yokubandakanywa ayifuni naliphi na elinye inyathelo kwinqanaba lasekhaya', 'Imfundiso yokubandakanya ithatha izivumelwano njengeziphantsi kumthetho wasekhaya', 'Imfundiso yokubandakanya icebisa ukuba izivumelwano zidlulela ngokuzenzekelayo kwinqanaba lomthetho wasekhaya']	D	international_law	D) Imfundiso yokubandakanya icebisa ukuba izivumelwano zidlulela ngokuzenzekelayo kwinqanaba lomthetho wasekhaya
289	Ingaba imilinganiselo yethutyana ekhutshwe yiICJ iyabophelela amaqela?	['Hayi, ngokuchazwa ngokoqobo kwesibonelelo esifanelekileyo sikaRhulumente, imilinganiselo yethutyana ayibopheleli', 'Hayi, ngaphandle kokuba amaqela avumelene ngoko kwangaphambili', 'Kuxhomekeke enkundleni ukuba imiqathango yethutyana iza kubophelela na ', 'Ewe, ibisoloko ibanjwa yiNkundla ukusukela kwityala le-La Grand (2001) ukuba iyabophelela na']	D	international_law	D) Ewe, ibisoloko ibanjwa yiNkundla ukusukela kwityala le-La Grand (2001) ukuba iyabophelela na
290	Kunini apho amanyathelo okuthintela angekho mthethweni?	['Amanyathelo okuchasa akukho mthethweni xa phakathi kwezinye izinto engalinganiyo okanye ekwaphulwa kwesiqhelo somthetho wamazwe ngamazwe (umzekelo, ukusetyenziswa kwamandla, amalungelo oluntu)', 'Amanyathelo okuchasa awakho mthethweni xa ethatyathwa ngexesha longquzulwano ngezixhobo', 'Amanyathelo okuchasa awakho mthethweni xa esaphula izivumelwano zamazwe amabini', 'Amanyathelo okuchasa awakho mthethweni xa ilizwe elinoxanduva lingavumi kuwo']	A	international_law	A) Amanyathelo okuchasa akukho mthethweni xa phakathi kwezinye izinto engalinganiyo okanye ekwaphulwa kwesiqhelo somthetho wamazwe ngamazwe (umzekelo, ukusetyenziswa kwamandla, amalungelo oluntu)
291	Uthini umahluko phakathi kweendlela zezopolitiko nezomthetho zokusonjululwa kweengxabano?	['Isiphumo esivela kwiindlela zomthetho, oko kukuthi, ulamlo okanye isigwebo yiICJ, sesokugqibela kwaye siyabophelela amaqela, kanti akunjalo kwiindlela zozakuzo.', 'Iindlela zezopolitiko zilandelwa ngokwemvume yamaqela ngelo xesha kwimpikiswano, ngelixa iindlela zomthetho zingekho', 'Iindlela zezopolitiko zikhokelela ekusonjululweni kokugqibela kwengxabano, ngelixa oku akunjalo ngeendlela zomthetho', 'Indlela zezomthetho zokusonjululwa kwengxabano zilandelwa kuphela malunga nempikiswano enkulu, ngelixa iindlela zezopolitiko zisetyenziswa kuzo zonke iingxabano']	A	international_law	A) Isiphumo esivela kwiindlela zomthetho, oko kukuthi, ulamlo okanye isigwebo yiICJ, sesokugqibela kwaye siyabophelela amaqela, kanti akunjalo kwiindlela zozakuzo.
292	Sithini isizathu sokudinwa kweendlela zasekuhlaleni kumalungelo abantu bamazwe ngamazwe?	['Umthetho weendlela walapha ujolise ekukhululeni iinkundla zamazwe ngamazwe ukuba zijongane nawona matyala anobuzaza', 'Umthetho wolungiso lwendawo ujolise ekuthinteleni abafakizicelo abasebenzisa kakubi inkqubo ekufakeni amaxwebhu ezikhalazo angeyomfuneko.', 'Umthetho wolungiso lwendalo ujolise kwelinye icala ukukhawulela umthamo wamaxwebhu ezikhalazo kwiinkundla zamazwe ngamazwe ngelixa kwangaxeshanye usakha amandla eenkundla zengingqi', 'Umthetho wolungiso lwendawo unceda ukubonisa ukuba iinkundla zelizwe zihlala zibekwe ngcono kunezamazwe ngamazwe ukujongana namatyala']	C	international_law	C) Umthetho wolungiso lwendalo ujolise kwelinye icala ukukhawulela umthamo wamaxwebhu ezikhalazo kwiinkundla zamazwe ngamazwe ngelixa kwangaxeshanye usakha amandla eenkundla zengingqi
293	Kwezi zilandelayo, liliphi eliwubonisa kakuhle ‘umgaqo wesixhobo esiphilayo’ osetyenziswa yiNkundla YaseYurophu Yamalungelo Abantu?	['iGolder v UK (1978)', 'iA v UK (2009)', 'U-Goodwin v UK (2002)', 'U-Osman v UK (1998)']	C	international_law	C) U-Goodwin v UK (2002)
