Unnamed: 0,question,choices,answer,subject,llm,accuracy
255,Dɛn na obi a ɔnteɛ no tumi yɛ?,"['Ɛkyerɛ sɛ mmara no fa baabi a onipa no fi ho.', 'Ɛkyerɛ sɛ mmara no yɛ adwuma esiane baabi a nsɛmmɔnedi no sii nti.', 'Ɛkyerɛ sɛ mmara no yɛ adwuma esiane baabi a nnipa no fi nti.  ', ""Ɛkyerɛ sɛ mmara no fa ɔman a w'akyerɛw mmara no wɔ mu no ho.""]",C,international_law,B) Ɛkyerɛ sɛ mmara no yɛ adwuma esiane baabi a nsɛmmɔnedi no sii nti.,0
256,Nkrataa ahodoɔ a w'akyerew so nneema a ɛwɔ sɛ wohia no wɔ kasa a edi kan mu no mu?,"['Amanyɔsɛm ne sikasɛm mu kyɛfa.', 'Amanyɔsɛm ne ɔmanfo ahofadi.', 'Amammerɛ mu kyɛfa.', 'Nnipa hokwan ahoro']",B,international_law,D) Nnipa hokwan ahoro,0
257,Dɛn ne amanaman ntam mmara a 'wɔakyekyɛ mu' no ho asɛm no?,"[' Sɛ yɛka amanaman ntam mmara a ""ɛtɔ apaawa"" ho asɛm a, ɛkyerɛ sɛ mmara nhyehyɛe ahorow betumi de amanaman ntam mmara koro no ara adi dwuma.', 'Mmara ahorow a ɛsono, te sɛ ananafo ahode mmara ne nnipa ahofadi mmara, betumi afi ase wɔ ɔkwan soronko so. Eyi betumi ama wɔayɛ amanaman ntam mmara a ɛsono.', 'Sɛ aman ahorow no te amanaman ntam mmara mmara biako ase a, ɛma wɔtetew mu.', 'Sɛ aman no antumi anni mmara pɔtee bi a ɛfa amanaman ntam mmara ho so a, ɛma aman no mu kyekyɛ.']",B,international_law,"B) Mmara ahorow a ɛsono, te sɛ ananafo ahode mmara ne nnipa ahofadi mmara, betumi afi ase wɔ ɔkwan soronko so. Eyi betumi ama wɔayɛ amanaman ntam mmara a ɛsono.",1
258,Dɛn na mmara a wɔde ma no kyerɛ?,"['Sɛ wɔbɔ ɔman bi kɔkɔ a, wogye di sɛ Ahobammɔ Bagua no pene so sɛ wɔde asraafo ahoɔden bedi dwuma.', 'Sɛ UNSC ananmusifo bi ma ho kwan a, ɛte sɛ nea wɔaka sɛ eye.', 'Sɛ wɔamma kwan sɛ wɔbɛtow ahyɛ wɔn so a, ahobammɔ bagua no besi gyinae sɛ wɔde asraafo ahoɔden bedi dwuma atia wɔn.', 'Sɛ atoyerɛnkyɛm pii a mmara mma ho kwan to ba bio a, Ahobammɔ Bagua (UNSC) no bɛma aman a ɛbɛn no ayɛ nea wosusuw sɛ ebesiesie ɔhaw no.']",A,international_law,"D) Sɛ atoyerɛnkyɛm pii a mmara mma ho kwan to ba bio a, Ahobammɔ Bagua (UNSC) no bɛma aman a ɛbɛn no ayɛ nea wosusuw sɛ ebesiesie ɔhaw no.",0
259,Nyansapɛni bɛn na ɔbuu fawohodie a ɛfiri abɔdeɛ mu sɛ nkwaseasɛm a ɛwɔ nnyinasoɔ?,"['Alan Gerwith', 'Emmanuel Kant', 'John Locke', 'Jeremy Bentham']",D,international_law,C) John Locke,0
260,Hena na obetumi ayɛ nhyehyɛe ama aman?,"['Nnipa a wɔfata wɔ ɔman biara mu na wɔyɛ apam ahorow no. Wɔsusu sɛ akannifo te sɛ Ɔmampanyin, Ɔmanpanyin, Amanaman Mpanyin, ne Amammuifo wɔ saa tumi yi.', 'Aman mpanyinfo ne aman foforo so amammuifo nkutoo na wobetumi akasa na wɔabom ayɛ apam ahorow.', 'Nnipa a wɔwɔ ""tumi nyinaa"" a wɔhwehwɛ no nkutoo na wobetumi ayɛ apam na wɔabɔ wɔn din. Obiara nni hɔ a wogye di sɛ ɔwɔ tumi a ɛte saa.', 'Nnipa a wɔwɔ ɔman bi amammuisɛm mu nkutoo na wɔyɛ apam ahorow.']",A,international_law,"A) Nnipa a wɔfata wɔ ɔman biara mu na wɔyɛ apam ahorow no. Wɔsusu sɛ akannifo te sɛ Ɔmampanyin, Ɔmanpanyin, Amanaman Mpanyin, ne Amammuifo wɔ saa tumi yi.",1
261, Hena ne 'ɔsɔretiafo a ɔmpɛ adeyɛ'?,"[' Ɔman a ɛtoa so kasa tia mmara no bere mpo a wɔayɛ no.', 'Ɔman a wɔmpɛ sɛ wodi mmara no so bere tiaa bi no.', 'Ɔman no taa kasa tia amammerɛ kwan so mmara a wɔhyehyɛ no fi mfiase pɛɛ.', 'Ɔman no gye tom sɛ amammerɛ mmara mmara bi wɔ hɔ, nanso wɔn ani nnye nea ɛka no ho.']",C,international_law,C) Ɔman no taa kasa tia amammerɛ kwan so mmara a wɔhyehyɛ no fi mfiase pɛɛ.,1
262,"Dɛn na ""bom ahobammɔ"" kyerɛ?","['Ɔman ahorow pii a wobetumi abom ayɛ adwuma de abɔ wɔn ho ban.', 'Tumi a ɔman no wɔ sɛ ɔbɛbɔ wɔn ho ban.', 'Amanaman Nkabom Ahyehyɛde no Ahobammɔ Bagua no gyina hɔ ma asraafo dwumadi.', ' Amanaman Nkabom Bagua no penee asomdwoe nnwuma so.']",C,international_law,B) Tumi a ɔman no wɔ sɛ ɔbɛbɔ wɔn ho ban.,0
263,Dɛn ne Europa Asɛnnibea a Ɛhwɛ Nnipa Ahofadi Ho Nsɛm So no botae titiriw? ,"[' Sikasɛm ne asetena mu kyɛfa.', ' Abɔdeɛ mu kyɛfa', 'Amanyɔsɛm ne ɔmanfo ahofadi.', ' Wiase sikasɛm ahofadi.']",C,international_law,C) Amanyɔsɛm ne ɔmanfo ahofadi.,1
264,So mmara a ɛfa amanaman ntam asɛnnibea atemmu ho no yɛ ade koro a ɛfa ɔman mu asɛnnibea ho?,"['Mmara a ɛfa amantam atɛmmuo ho no fa amanɔne atɛmmuo ho nso.', 'Amanaman Nkabom Ahyehyɛde no Ahobammɔ Bagua no na edi amanaman ntam asɛnnibea no tumi nyinaa so.', 'Asɛnnibea atitire a ɛhwɛ ɔman mu asɛnnibea so no fã bi nso fa amanaman ntam asɛnnibea ho.', 'Amanaman ntam asɛnnibea nkorabata a wɔde sii hɔ no nkutoo na ɛkyerɛ wɔn tumi.']",D,international_law,C) Asɛnnibea atitire a ɛhwɛ ɔman mu asɛnnibea so no fã bi nso fa amanaman ntam asɛnnibea ho.,0
265,Deɛn ne dodoɔ akwanya?,"['Dodoɔ akwanya wɔ nnipa akuokuo ahodoɔ', 'Dodoɔ akwanya wɔ akuokuo pɔtee na mmom nnyɛ ankorɛankorɛ a wɔwɔ kuo no mu', 'Dɔm kumaa akwanya yɛ dɔm kɛseɛ akwanya', 'Dodoɔ akwanya fa kuo no nyinaa ho ɛnna ɛsane fa nnipa a wɔwɔ kuo no mu no nso ho']",B,international_law,B) Dodoɔ akwanya wɔ akuokuo pɔtee na mmom nnyɛ ankorɛankorɛ a wɔwɔ kuo no mu,1
266,Nti ɔhyɛ bi da aman so aberɛ a woredi biribi ano?,"['Nhyɛ biara nnan aman so aberɛ a woredi biribi ano', 'Nhyɛ bi da aman so sɛ ɛwɔ sɛ aba wɔ wɔn anodie no mu', 'Nhyɛ bi da aman so sɛ ɛwɔ sɛ wɔnya mente me ho ase no ani poma siberɛ', 'Nhyɛ bi da aman so sɛ ɛwɔ sɛ wɔ amansan ku baatan no twerɛtwerɛfoɔ panin no asotire fa wɔn anodie no ho mpontuo']",B,international_law,B) Nhyɛ bi da aman so sɛ ɛwɔ sɛ aba wɔ wɔn anodie no mu,1
267,Dɛn na ɛma nokwaredi ne honam fam adedodowpɛ yɛ soronko?,"['Abɔde gyina mmara nhyehyɛe bi so a ne botae ne wiase nyinaa de, bere a adannandi gyina mmara nhyehyɛe a wɔahyehyɛ yiye so a aman de asi wɔn ankasa botae ne wɔn ahiade so.', 'Bere a ɔfa a ɛyɛ papa no nya nsɛdi a emu dɔ na ɛtrɛw no, nnipa mmara a ɛfa nnipa ahofadi ho no nkutoo na wɔfa no sɛ ɛyɛ ade a ɛwɔ hɔ ankasa.', 'Bere a suban pa twe adwene si amanaman ntam mmara ankasa so no, nnipa a wɔn ani gye honam fam nneɛma ho ka wiase nyinaa asetra ho nnyinasosɛm atitiriw ho asɛm.', 'Abɔde yɛ adwene sukuu a wɔtaa akyi wɔ Europa, bere a positivism yɛ nkyerɛkyerɛ a ɛtwe adwene si Europa so.']",A,international_law,"A) Abɔde gyina mmara nhyehyɛe bi so a ne botae ne wiase nyinaa de, bere a adannandi gyina mmara nhyehyɛe a wɔahyehyɛ yiye so a aman de asi wɔn ankasa botae ne wɔn ahiade so.",1
268,Dɛn na 'amanaman nyinaa nneyɛe bɔne' kyerɛ?,"['Amanaman ntam nnebɔne gyina hɔ ma adeyɛ anaa adeyɛ a ɛmfata a etia aman ntam mmara.', 'Amanaman ntam nneyɛɛ bɔne yɛ ɔman biara a obu amanaman ntam asɛdeɛ so, ɛmfa ho sɛ wobetumi de ato ɔman no so anaa ɛnte saa.', 'Amanaman ntam nneyɛɛ bɔne fa nneyɛɛ anaa adeyɛ a ɔman bi di ho fɔ a ɛtia amanaman ntam asɛdeɛ.', 'Amanaman ntam nneyɛɛ bɔne fa nneyɛɛ a wontumi mfa nnyinaso te sɛ hia anaa force majeure nkyerɛ.']",C,international_law,A) Amanaman ntam nnebɔne gyina hɔ ma adeyɛ anaa adeyɛ a ɛmfata a etia aman ntam mmara.,0
269,Dɛn ne nsunsuansoɔ nkyerɛkyerɛ no?,"['Ɛkyerɛ sɛ tumi a ɛwɔ mmara mu no yɛ adwuma bere a ɛyɛ adwuma nkutoo.', 'Nea nsunsuansoɔ nkyerɛkyerɛ no de tumi ma Ɔman a ɛne nneyɛɛ bɔne no wɔ abusuabɔ paa no.', 'Nsunsuansoɔ a nkyerɛkyerɛ no de ba no ma Ɔman a ɔman a ɔde wɔn ho to wɔn so no tumi.', 'Nkɛntɛnso a nkyerɛkyerɛ no nya no ma Ɔman no di tumi wɔ baabi a nneyɛe no de nsunsuansoɔ ba no.']",D,international_law,D) Nkɛntɛnso a nkyerɛkyerɛ no nya no ma Ɔman no di tumi wɔ baabi a nneyɛe no de nsunsuansoɔ ba no.,1
270,"Wɔ amanaman ntam asɛyɛde mmara mu no, henanom na wɔfata sɛ wɔyɛ ""de facto"" Ɔman no ahyehyɛde?","[""De facto agyinatufo' yɛ nnipa a wɔwɔ tumi a mmara ma wɔn sɛ wɔmfa nni aban nnwuma so."", 'De facto agyinatufo yɛ nnipa a, nokwarem no, wɔyɛ adwuma wɔ ɔman bi akwankyerɛ, akwankyerɛ, anaa anibu mu bere a wɔyɛ nneyɛe bi a wobetumi de ato Ɔman no so no.', ""De facto agyinatufo yε ankorankorε a w'adi dwuma sε aban agyinatufo a wonni tumi a ɛfata anaa w'adi wɔn tumi a mmara ma wɔn no so."", ""De facto agyinatufo yԑ ankorankoro a wɔn nneyԑe anaa wɔn a' wɔn nneyԑe ntumi mma ɔman no.""]",B,international_law,"B) De facto agyinatufo yɛ nnipa a, nokwarem no, wɔyɛ adwuma wɔ ɔman bi akwankyerɛ, akwankyerɛ, anaa anibu mu bere a wɔyɛ nneyɛe bi a wobetumi de ato Ɔman no so no.",1
271,Dɛn ne ade titiri a wɔhwehwɛ na ama amammerɛ abɛyɛ Engiresi mmara no fa?,"['Sɛ amammerɛ ne mmara nhyia a, ɛbɛdan mmara no fa.', 'Wɔbu amammerɛ sɛ ɛkorɔn sen Engiresi mmara, na wɔaka ho nsɛm wɔ ɔkwan a ɛfata so.', 'Ansa na asɛnnibea betumi de amammerɛ adi dwuma wɔ ɔman mu no, ɛsɛ sɛ aban no di kan gye tom.', 'Sɛ wɔhyɛ mmara a wɔde di dwuma a, amammerɛ no bɛyɛ mmara no fa.']",A,international_law,"B) Wɔbu amammerɛ sɛ ɛkorɔn sen Engiresi mmara, na wɔaka ho nsɛm wɔ ɔkwan a ɛfata so.",0
272,Ansa na amansan ku baatan nhyehyɛeɛ no reba no na wɔma akodeɛ nhyɛ ho kwan?,"['Na wɔmma akodeɛ nhyɛ ho kwan', 'Na wɔma akodeɛ nhyɛ ho kwan a akwansideɛ biara nni ho', 'Na wɔma akodeɛ nhyɛ ho kwan a akwansideɛ kakraa bi wɔ ho', 'Ansa na afe 1945 reba no na akodeɛ nhyɛ nni amansan mmara ase']",C,international_law,B) Na wɔma akodeɛ nhyɛ ho kwan a akwansideɛ biara nni ho,0
273,Dɛn na tumi a wɔde bɔ onipa ho ban no kyerɛ?,"['Ɛyɛ tumi a wɔde hwɛ nnwuma a wɔyɛ wɔ ɔman bi hye so a ebetumi asɛe ɔman no yiyedi.', 'Ɛyɛ tumi a wɔde bɔ ɔmanfo a wɔwɔ obi man akyi ho ban.', 'Ɛyɛ tumi a wɔde di dwuma de bɔ nnipa ahofadi ho ban wɔ wiase nyinaa.', 'Ɛyɛ tumi a egyina onipa a ɔyɛɛ bɔne no man a ofi mu so na ɛkyerɛ.']",A,international_law,C) Ɛyɛ tumi a wɔde di dwuma de bɔ nnipa ahofadi ho ban wɔ wiase nyinaa.,0
274, Nsɛm a edidi so yi mu nea ɛwɔ he na ɛyɛ nokware?,"['Wɔhyehyɛɛ Europa Agyinatu no wɔ afe 1950 mu, na aman 27 na ɛka ho.', 'Wɔhyehyɛɛ Europa Bagua no wɔ afe 1949 mu, na aman 47 na ɛka ho.', 'Wɔhyehyɛɛ Europa Agyinatu no wɔ afe 1959 mu, na aman 34 na ɛka ho.', 'Wɔhyehyɛɛ Europa Agyinatu no wɔ afe 1984 mu, na aman 19 na ɛka ho.']",B,international_law,"B) Wɔhyehyɛɛ Europa Bagua no wɔ afe 1949 mu, na aman 47 na ɛka ho.",1
275,Deɛn na asɛmfua 'atɛntrenee nsunsuansoɔ' kyerɛ wɔ ɛpo mu hyeɛ a wɔhyehyɛ mmara ne ne yɛ mu?,"['Ɛno ne ɔkwan koro pɛ a amanaman ntam asɛnnibea ne asɛnnibea ahorow fa so yɛ ade.', 'Atirimuɔdensɛm gyina gyinaesi a ɔtemmufoɔ anaa ɔtemmufoɔ gyina so na wɔhwɛ sɛ ɛyɛ nea ɛfata na ɛtene wɔ asɛm a ɛfa ahyeaseɛ ho.', 'Eyi ne botae a edi kan a ɛsɛ sɛ asasepɔn ne EEZ nsase nyinaa hyehyԑ nyinaa nya. Eyi yɛ ɔkwan a wɔfa so nya nsunsuansoɔ wɔ ""equidistance line"" a wɔtwa ho mfonini wɔ mfitiaseɛ no mu, na afei wɔsan yɛ nsakrae wɔ beaɛ no mu a egyina nsɛnkyerɛne a ɛho hia ne nkyekyɛmu ho nhwehwɛmu so.', 'Nea edi kan no, sɛ woboa obi a, wobɛtumi adi dwuma a ɛnnyɛ den sɛ wobɛyɛ.']",C,international_law,"C) Eyi ne botae a edi kan a ɛsɛ sɛ asasepɔn ne EEZ nsase nyinaa hyehyԑ nyinaa nya. Eyi yɛ ɔkwan a wɔfa so nya nsunsuansoɔ wɔ ""equidistance line"" a wɔtwa ho mfonini wɔ mfitiaseɛ no mu, na afei wɔsan yɛ nsakrae wɔ beaɛ no mu a egyina nsɛnkyerɛne a ɛho hia ne nkyekyɛmu ho nhwehwɛmu so.",1
276, Dɛn ne asɛm a ɛmfata?,"['Akwan a wɔfa so yɛ ho ade no gyina hɔ ma nsonsonoe a ɛda nnipa ahofadi ho asɛyɛde pɔtee bi a wɔada no adi wɔ apam bi mu so.', 'Wɔka hokwan a ɔwɔ sɛ ɔfrɛ aban no wɔ asɛyɛde bi a wadi so ho asɛm no ho asɛm sɛ ɛyɛ mmarato.', ' Sɛ hokwan ahorow bi wɔ asiane mu a, ɔman bi betumi de hokwan a ɛnni mmara kwan so asiw saa hokwan ahorow no kwan.', 'Nnipa ahofadi apam ahorow no wɔ nnyinaso ahorow a ɛfa nsonsonoe ahorow ho.']",C,international_law,D) Nnipa ahofadi apam ahorow no wɔ nnyinaso ahorow a ɛfa nsonsonoe ahorow ho.,0
277,Dɛn na amammerɛ fam adwenkyerɛ ɛkyerɛ?,"['Amammerɛ kwan so adwenkyerɛ kyerɛ sɛ nnipa kyɛfa wɔ baabiara a, obiara tumi de di dwuma a biribiara nsiw no kwan.', 'Agyedeɛ a ɛfa amammerɛ ho kyerɛ sɛ nnipa kyɛfa firi amammerɛ mu.', ' Agyinatufo amammerɛ kyerɛ sɛ nipa kyɛfa a wɔde di dwuma no gyina mmara a ɛwɔ ɔman biara mu so.', 'Amanne mu nkyereso kyerɛ sɛ ɛsɛ sɛ amammerɛ a ɛwɔ baabi a obi te no kyerɛ sɛ nnipa biara wɔ ne kyɛfa.']",D,international_law,"A) Amammerɛ kwan so adwenkyerɛ kyerɛ sɛ nnipa kyɛfa wɔ baabiara a, obiara tumi de di dwuma a biribiara nsiw no kwan.",0
278,So nniso a wogye tom abu so wɔ nnɛyi amanaman ntam nneyɛe mu?,"['Nniso ahorow a wogye tom no yɛ ade a wɔtaa yɛ wɔ nnɛ wiase aman nyinaa mu.', 'Aban a wɔgye tom no aboro so de, wɔde adwuma a wɔde di dwuma no na asi ananmu.', 'Wɔtaa hu atuatewfo kuo a wogye wɔn tom wɔ aban nsɛm mu.', 'Seesei, aban a wɔdi tumi wɔ man mu nko ara na wɔgye tom wɔ aman a wɔdi tumi no mu.']",B,international_law,"B) Aban a wɔgye tom no aboro so de, wɔde adwuma a wɔde di dwuma no na asi ananmu.",1
279,Dɛn ne Universal Declaration of Human Rights (UDHR) no gyinabea wɔ mmara mu?,"[' UDHR no yɛ aman foforo apam.', 'UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no gyee toom.', 'UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no penee so.', 'UDHR no yɛ mpaemuka a aman pii gye toom wɔ amanaman ntam nhyiam bi ase.']",B,international_law,C) UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no penee so.,0
280,Tebea horow bɛn mu na nnipa ahofadi a wɔsɛe wɔ aman a wɔne ECHR ka bom no hye so ba ECHR no tumi ase?,"['ECHR no trɛw ne tumi mu kɔ Europa akyi bere a aman a wɔabɛyɛ ECHR no mufo no bu nnipa ahofadi so wɔ amannɔne no.', ""ECHR trɛw n'atɛmmuo mu kɔ n'asase so akyi bere a ɔman a ɔyɛ ɔmampɛ di dwuma wɔ saa tebea no mu no."", ""ECHR no trɛw ne tumi mu kɔ akyiri sen n'ahyehyԑde bere a ɔman a ɔwom no de asraafo akɔ UN asomdwee dwumadi mu no."", ""ECHR no fa nnipa ahofadi ho nsɛm a wodi ho fɔ wɔ aman a na wɔyɛ n'apamfo no mu tete nsase so no ho.""]",B,international_law,B) ECHR trɛw n'atɛmmuo mu kɔ n'asase so akyi bere a ɔman a ɔyɛ ɔmampɛ di dwuma wɔ saa tebea no mu no.,1
281," Dɛn na asɛm ""pacta sunt servanda"" no kyerɛ?","['Ɛsɛ sɛ wɔn a wɔhyehyɛ apam no te emu nsɛm no ase, na ɛnyɛ sɛ wɔrente ase.', ""Ɛsɛ sɛ apam no afafo bɔ apam no atirimpɔw ne n'atirimpɔw ho ban."", 'Ɛsɛ sɛ nnipa a wɔde wɔn nsa hyɛ apam bi ase no di emu mmara no so nokwarem.', 'Ɛnsɛ sɛ wɔn a wɔde wɔn nsa hyɛ apam bi ase no bu mmara a ɛho hia paa no so.']",C,international_law,C) Ɛsɛ sɛ nnipa a wɔde wɔn nsa hyɛ apam bi ase no di emu mmara no so nokwarem.,1
282,Dɛn na esii esiane sɛ na mmara biara nni hɔ a wɔde bɛyɛ adwuma wɔ Tin Council asɛm no mu nti?,"[' Esiane sɛ na Amanaman Ntam Agyinatu Bagua no wɔ London nti, mmara a enni hɔ a wɔde bɛhyɛ apam no mu no ho nhia.', 'Amanaman ntam ahyehyɛde ahorow a wɔhyehyɛ ho apam no gyina gyinapɛn a ɛne sɛ wɔbɛhyehyɛ ahyehyɛde no so.', 'Esiane sɛ na mmara biara nni hɔ a wɔde sii hɔ a ɛfa Asɛnnibea no apam a wɔde sii hɔ no ho nti, na nnipa a wɔwɔ Engiresi mmara mu no nni hokwan anaa asɛyɛde biara a egyina so.', 'Ɛdefa amanaman ntam mmara ho no, ɛmfa ho sɛ mmara biara nni hɔ a wɔde di dwuma wɔ England wɔ amanaman ntam ahyehyɛde bi ho no.']",C,international_law,"C) Esiane sɛ na mmara biara nni hɔ a wɔde sii hɔ a ɛfa Asɛnnibea no apam a wɔde sii hɔ no ho nti, na nnipa a wɔwɔ Engiresi mmara mu no nni hokwan anaa asɛyɛde biara a egyina so.",1
283,Nsɛm edidi so yi mu nea ɛwɔ he na ɛyɛ nokware?,"['Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no de Europefoɔ Kɔntensoɔ a ɛfa hokwan a nnipa wɔ ho hyɛ IC mmara mu.', 'Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no ma kwan ma asɛnnibea twa mmara titiriw bi mu.', 'Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no ma kwan sɛ obiara a ɔwɔ asɛm a edi mu no de bɛkɔ asɛnnibea.', 'Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no de EU Charter of Fundamental Rights no ka UK mmara ho.']",A,international_law,A) Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no de Europefoɔ Kɔntensoɔ a ɛfa hokwan a nnipa wɔ ho hyɛ IC mmara mu.,1
284,Akwan bɛn so na wobetumi adi asɛde a ɛne sɛ wɔbɛtua ka no ho dwuma?,"['Sika a wonya fi mu no betumi ayɛ sikasɛm nko ara, a nea ɛka ho ne akatua.', 'Asotwe kyerɛ sɛ wobesiesie adeyɛ a ɛnteɛ no.', ' Agyede betumi afa nsiesie, abotɔyam, anaa akatua ankasa anaa a wɔde ka akwan foforo a wɔfa so tua ka ho.', 'Ɔman a ɔhwɛ no so no na ɔhwɛ siesie ɔfasuo no.']",C,international_law,"C)  Agyede betumi afa nsiesie, abotɔyam, anaa akatua ankasa anaa a wɔde ka akwan foforo a wɔfa so tua ka ho.",1
285,Dɛn ne 'ɔfa biako adeyɛ'?,"['Eyinom yɛ nnwuma a aman yɛ sɛ atetesɛm.', 'Eyi yɛ nnwuma a ɛde mmara mu asɛyɛde ba ɔman a ɔreyɛ adwuma no ankasa so.', 'Ankorankoro no yɛ amanyɔkuw bi nnwuma a ɛnni mmara mu nsunsuanso.', 'Wɔkyerɛ sɛ ɔman a etia apam bi no ayɛ nea wɔn ankasa yɛe.']",B,international_law,B) Eyi yɛ nnwuma a ɛde mmara mu asɛyɛde ba ɔman a ɔreyɛ adwuma no ankasa so.,1
286,So Engiresi asɛnnibea no po tumi a anka ɛwɔ mmara mu esiane sɛ wɔkyeree nkurɔfo fii wɔn man mu nti?,"['Sɛ wɔkyere obi wɔ saa kwan yi so a, wobu no sɛ ɛnteɛ, enti ebia asɛnnibea no bɛma mmara kwan no agyae kakra.', 'Obi a wɔafa no saa no kyerɛ sɛ nea ɔfaa no no na ɔfaa no, nanso ɛmma mmara kwan so dwumadi no nnyae mu.', 'Sɛ wogyae mmara kwan so di wɔ saa tebea yi mu a, ɛbɛma wɔayi amammuifo a wofi aman horow so afi asɛnnibea.', 'Ɛtɔ mmere bi a, sɛ wɔkyere obi fi ɔman foforo so a, asɛnnibea no tumi gyae mmara mu a wɔbɛdi, nanso ɛnyɛ ade a ɛtaa si.']",A,international_law,"D) Ɛtɔ mmere bi a, sɛ wɔkyere obi fi ɔman foforo so a, asɛnnibea no tumi gyae mmara mu a wɔbɛdi, nanso ɛnyɛ ade a ɛtaa si.",0
287," Dԑn na ""nhyehyɛe ahorow a' yԑde yԑto dwa"" kyerԑ wɔ amansan asԑm ho mmara mu?","['Nkyerεkyerεmu a εbεto no fa mmaransεm a wͻde kyerεkyerε Amanaman mu mmara ase, a nea ɛka ho ne mmara a ɛfa amanaman mu asotwe ho.', 'Nkyekyɛm a ɛto so abien no yɛ mmara a ɛhwɛ nea ɛba bere a wobu mmara a edi kan, a ɛyɛ aman ntam asɛyɛde ahorow so, no so.', 'Nkyerεkyerεmu a εfa asεm ho no yε nsεm ahorow a yεde di dwuma titiriw wɔ nsεm a ɛfa asεm ho a wͻde di dwuma wɔ amanaman ntam asεm mu.', 'Nkyerεkyerεmu a εbεto so mmienu no yε nhyehyεeε a wɔde di dwuma nkutoo wɔ mmamu ho mmara so.']",B,international_law,"A) Nkyerεkyerεmu a εbεto no fa mmaransεm a wͻde kyerεkyerε Amanaman mu mmara ase, a nea ɛka ho ne mmara a ɛfa amanaman mu asotwe ho.",0
288,Dɛn na nkyerɛkyerɛ a ɛfa ahyehyɛde ho no kyerɛ wɔ apam ahorow ho?,"[""Nkyerεkyerεmu a ɛfa nnwomasua ho no ka sɛ, ɛsɛ sɛ apam ahorow nyinaa dan ɔman mu mmara denam mmara so ansa na w'atumi adi dwuma."", 'Ɛho nhia sɛ wɔyɛ nnwuma foforo wɔ ɔman no mu wɔ nnwumakuo a wɔhyehyɛ wɔn no nkyerɛkyerɛ mu.', 'Wɔhwɛ apam ahorow no so sɛ nea wɔhyɛ ɔman no mmara ase wɔ adwene a ɛne sɛ wɔhyɛ mmara ase no mu.', 'Nkyerεkyerεmu a ɛfa nnwomasua ho no kyerɛ sɛ, bere a wɔpene apam ahorow so no, wɔdan emu mmara fa.']",D,international_law,C) Wɔhwɛ apam ahorow no so sɛ nea wɔhyɛ ɔman no mmara ase wɔ adwene a ɛne sɛ wɔhyɛ mmara ase no mu.,0
289,So ɛsɛ sɛ wɔn a wɔpԑ sԑ wodi atetԑm a ICJ de ato dwa no so?,"['Dabi, sɛnea mmara no kyerɛ no, ɛnsɛ sɛ wɔn a wɔsɔre tia mmara no di so.', 'Dabi, gye sɛ nnipa baanu no adi kan ayɛ ho nhyehyɛe.', 'Sɛ nhyehyɛe a wɔbɛyɛ no bere tiaa bi no bɛda adi a, egyina Kɔɔto no gyinaesi so.', 'Aane, Asɛnnibea no asi gyinae bere nyinaa sɛ wɔhyɛ mmara a ɛwɔ La Grand asɛm (2001) mu.']",D,international_law,"C) Sɛ nhyehyɛe a wɔbɛyɛ no bere tiaa bi no bɛda adi a, egyina Kɔɔto no gyinaesi so.",0
290, Bere bɛn na aduruyɛ bɛyɛ nea mmara mma?,"[' Wɔbu mmuaeɛ bi sɛ ɛmfata bere a ɛne mmara a ɛnni mu anaa ɛtia amanɔne mmara mu nnyinasosɛm titiriw te sɛ tumi a wɔde di dwuma anaa nnipa kyɛfa mmara.', 'Sɛ wɔde akodi mu yɛ akodi a, na wɔredi mmara so.', 'Sɛ kwan a wɔfa so de di nsɛm ho dwuma no bu apam a wɔaka ho asɛm no so a, ɛnni mmara so.', 'Sɛ ɔman a wɔagye ato mu no mpene so a, na mmuaeɛ a wɔde ba no ayɛ nea mmara mma.']",A,international_law,A)  Wɔbu mmuaeɛ bi sɛ ɛmfata bere a ɛne mmara a ɛnni mu anaa ɛtia amanɔne mmara mu nnyinasosɛm titiriw te sɛ tumi a wɔde di dwuma anaa nnipa kyɛfa mmara.,1
